wav,label
rmge1254-noise_10_20db_SNR-13.05-DKITCHEN.wav,noise_10_20db_SNR
XFFA0048-noise_10_20db_SNR-15.3-TMETRO.wav,noise_10_20db_SNR
PJFP0490-noise_10_20db_SNR-12.78-PSTATION.wav,noise_10_20db_SNR
nrge3663-noise_10_20db_SNR-18.48-TMETRO.wav,noise_10_20db_SNR
BMFA0115-noise_10_20db_SNR-19.95-PSTATION.wav,noise_10_20db_SNR
DJFP0474-noise_10_20db_SNR-12.65-STRAFFIC.wav,noise_10_20db_SNR
DIFP0402-noise_10_20db_SNR-17.39-STRAFFIC.wav,noise_10_20db_SNR
BHFA0080-noise_10_20db_SNR-15.47-PSQUARE.wav,noise_10_20db_SNR
OJFA0052-noise_10_20db_SNR-12.83-PSQUARE.wav,noise_10_20db_SNR
ewge0033-noise_10_20db_SNR-17.1-PSQUARE.wav,noise_10_20db_SNR
XDFA0004-noise_10_20db_SNR-18.54-PSQUARE.wav,noise_10_20db_SNR
vbge2231-noise_10_20db_SNR-17.48-CAR.wav,noise_10_20db_SNR
XPFA0008-noise_10_20db_SNR-17.45-CAR.wav,noise_10_20db_SNR
CHFA0138-noise_10_20db_SNR-19.2-PSTATION.wav,noise_10_20db_SNR
TAFA0177-noise_10_20db_SNR-18.41-DKITCHEN.wav,noise_10_20db_SNR
PCFP0121-noise_10_20db_SNR-18.72-CAR.wav,noise_10_20db_SNR
JSFA0116-noise_10_20db_SNR-16.19-CAR.wav,noise_10_20db_SNR
BBFA0146-noise_10_20db_SNR-14.66-CAR.wav,noise_10_20db_SNR
JAFA0159-noise_10_20db_SNR-14.53-PSTATION.wav,noise_10_20db_SNR
BGFA0079-noise_10_20db_SNR-14.01-PSQUARE.wav,noise_10_20db_SNR
ilge0113-noise_10_20db_SNR-19.16-STRAFFIC.wav,noise_10_20db_SNR
BFFA0006-noise_10_20db_SNR-13.79-STRAFFIC.wav,noise_10_20db_SNR
rfge1650-noise_10_20db_SNR-17.29-PSTATION.wav,noise_10_20db_SNR
rhge2084-noise_10_20db_SNR-12.94-STRAFFIC.wav,noise_10_20db_SNR
bvge3527-noise_10_20db_SNR-16.33-PSQUARE.wav,noise_10_20db_SNR
mage3521-noise_10_20db_SNR-15.2-PSQUARE.wav,noise_10_20db_SNR
KAFP0172-noise_10_20db_SNR-16.03-CAR.wav,noise_10_20db_SNR
GDFA0108-noise_10_20db_SNR-17.25-TMETRO.wav,noise_10_20db_SNR
OPFA0086-noise_10_20db_SNR-10.74-DKITCHEN.wav,noise_10_20db_SNR
juge3164-noise_10_20db_SNR-12.68-CAR.wav,noise_10_20db_SNR
lage2144-noise_10_20db_SNR-17.47-CAR.wav,noise_10_20db_SNR
zege2004-noise_10_20db_SNR-15.37-TMETRO.wav,noise_10_20db_SNR
NXFA0169-noise_10_20db_SNR-12.77-PSQUARE.wav,noise_10_20db_SNR
rwge0033-noise_10_20db_SNR-11.81-STRAFFIC.wav,noise_10_20db_SNR
esge0385-noise_10_20db_SNR-12.47-PSQUARE.wav,noise_10_20db_SNR
BSFA0074-noise_10_20db_SNR-19.36-PSTATION.wav,noise_10_20db_SNR
emge1772-noise_10_20db_SNR-12.42-PSTATION.wav,noise_10_20db_SNR
HEFP0372-noise_10_20db_SNR-17.34-STRAFFIC.wav,noise_10_20db_SNR
rsge1643-noise_10_20db_SNR-14.42-STRAFFIC.wav,noise_10_20db_SNR
BYFA0048-noise_10_20db_SNR-18.51-PSQUARE.wav,noise_10_20db_SNR
vege1226-noise_10_20db_SNR-18.11-CAR.wav,noise_10_20db_SNR
TIFA0129-noise_10_20db_SNR-19.91-STRAFFIC.wav,noise_10_20db_SNR
lhge1863-noise_10_20db_SNR-16.1-STRAFFIC.wav,noise_10_20db_SNR
BIFA0192-noise_10_20db_SNR-15.31-PSTATION.wav,noise_10_20db_SNR
CLFA0182-noise_10_20db_SNR-15.47-PSQUARE.wav,noise_10_20db_SNR
GFFA0046-noise_10_20db_SNR-18.43-PSTATION.wav,noise_10_20db_SNR
YBFP0250-noise_10_20db_SNR-14.01-TMETRO.wav,noise_10_20db_SNR
TNFA0153-noise_10_20db_SNR-11.18-TMETRO.wav,noise_10_20db_SNR
CMFA0172-noise_10_20db_SNR-15.82-STRAFFIC.wav,noise_10_20db_SNR
BRFA0049-noise_10_20db_SNR-19.51-CAR.wav,noise_10_20db_SNR
PHFP0352-noise_10_20db_SNR-11.2-CAR.wav,noise_10_20db_SNR
JOFA0074-noise_10_20db_SNR-19.7-PSTATION.wav,noise_10_20db_SNR
rlge0725-noise_10_20db_SNR-16.83-PSQUARE.wav,noise_10_20db_SNR
NJFA0148-noise_10_20db_SNR-15.89-CAR.wav,noise_10_20db_SNR
YCFP0267-noise_10_20db_SNR-18.3-PSQUARE.wav,noise_10_20db_SNR
jtge3694-noise_10_20db_SNR-14.88-DKITCHEN.wav,noise_10_20db_SNR
ecge0591-noise_10_20db_SNR-19.32-PSQUARE.wav,noise_10_20db_SNR
TEFA0117-noise_10_20db_SNR-14.11-STRAFFIC.wav,noise_10_20db_SNR
DAFP0002-noise_10_20db_SNR-15.39-CAR.wav,noise_10_20db_SNR
zfge1525-noise_10_20db_SNR-10.87-TMETRO.wav,noise_10_20db_SNR
zage0368-noise_10_20db_SNR-13.28-PSTATION.wav,noise_10_20db_SNR
guge3043-noise_10_20db_SNR-11.95-CAR.wav,noise_10_20db_SNR
eage2317-noise_10_20db_SNR-19.95-DKITCHEN.wav,noise_10_20db_SNR
tsge3650-noise_10_20db_SNR-17.85-PSTATION.wav,noise_10_20db_SNR
rxge3235-noise_10_20db_SNR-12.98-DKITCHEN.wav,noise_10_20db_SNR
erge0960-noise_10_20db_SNR-14.42-TMETRO.wav,noise_10_20db_SNR
XTFA0046-noise_10_20db_SNR-12.43-STRAFFIC.wav,noise_10_20db_SNR
rnge0583-noise_10_20db_SNR-15.45-DKITCHEN.wav,noise_10_20db_SNR
trge3289-noise_10_20db_SNR-12.78-PSQUARE.wav,noise_10_20db_SNR
XUFA0061-noise_10_20db_SNR-14.04-STRAFFIC.wav,noise_10_20db_SNR
vhge2333-noise_10_20db_SNR-11.85-STRAFFIC.wav,noise_10_20db_SNR
bxge3125-noise_10_20db_SNR-15.82-PSQUARE.wav,noise_10_20db_SNR
efge0450-noise_10_20db_SNR-16.76-PSQUARE.wav,noise_10_20db_SNR
BOFA0199-noise_10_20db_SNR-14.49-DKITCHEN.wav,noise_10_20db_SNR
mbge3882-noise_10_20db_SNR-11.23-CAR.wav,noise_10_20db_SNR
nyge3062-noise_10_20db_SNR-14.45-TMETRO.wav,noise_10_20db_SNR
TGFA0055-noise_10_20db_SNR-13.49-TMETRO.wav,noise_10_20db_SNR
rcge1359-noise_10_20db_SNR-16.46-CAR.wav,noise_10_20db_SNR
JKFA0064-noise_10_20db_SNR-11.51-PSTATION.wav,noise_10_20db_SNR
NWFA0006-noise_10_20db_SNR-15.4-TMETRO.wav,noise_10_20db_SNR
GOFA0016-noise_10_20db_SNR-18.87-TMETRO.wav,noise_10_20db_SNR
GAFA0049-noise_10_20db_SNR-16.0-PSQUARE.wav,noise_10_20db_SNR
vige2334-noise_10_20db_SNR-13.7-PSTATION.wav,noise_10_20db_SNR
JCFA0151-noise_10_20db_SNR-19.61-PSTATION.wav,noise_10_20db_SNR
iege0314-noise_10_20db_SNR-16.27-STRAFFIC.wav,noise_10_20db_SNR
OOFA0096-noise_10_20db_SNR-11.84-PSTATION.wav,noise_10_20db_SNR
nwge3588-noise_10_20db_SNR-10.9-DKITCHEN.wav,noise_10_20db_SNR
UBFP0076-noise_10_20db_SNR-13.09-CAR.wav,noise_10_20db_SNR
ldge0755-noise_10_20db_SNR-19.79-DKITCHEN.wav,noise_10_20db_SNR
NKFA0094-noise_10_20db_SNR-15.35-CAR.wav,noise_10_20db_SNR
lbge0609-noise_10_20db_SNR-11.32-TMETRO.wav,noise_10_20db_SNR
vcge1176-noise_10_20db_SNR-14.24-STRAFFIC.wav,noise_10_20db_SNR
CGFA0071-noise_10_20db_SNR-18.09-DKITCHEN.wav,noise_10_20db_SNR
NOFA0035-noise_10_20db_SNR-17.56-PSTATION.wav,noise_10_20db_SNR
ekge1434-noise_10_20db_SNR-13.75-PSQUARE.wav,noise_10_20db_SNR
xrge3412-noise_10_20db_SNR-16.53-PSQUARE.wav,noise_10_20db_SNR
GGFA0167-noise_10_20db_SNR-16.61-PSTATION.wav,noise_10_20db_SNR
BDFA0036-noise_10_20db_SNR-17.52-PSTATION.wav,noise_10_20db_SNR
ABFA0128-noise_10_20db_SNR-18.75-PSTATION.wav,noise_10_20db_SNR
vfge1515-noise_10_20db_SNR-12.72-CAR.wav,noise_10_20db_SNR
OEFA0113-noise_10_20db_SNR-17.91-CAR.wav,noise_10_20db_SNR
JTFA0090-noise_10_20db_SNR-10.25-PSQUARE.wav,noise_10_20db_SNR
UDFP0336-noise_10_20db_SNR-18.43-STRAFFIC.wav,noise_10_20db_SNR
epge1583-noise_10_20db_SNR-17.91-CAR.wav,noise_10_20db_SNR
DGFP0349-noise_10_20db_SNR-15.61-CAR.wav,noise_10_20db_SNR
vnge3419-noise_10_20db_SNR-14.06-STRAFFIC.wav,noise_10_20db_SNR
XCFA0045-noise_10_20db_SNR-11.83-STRAFFIC.wav,noise_10_20db_SNR
NUFA0014-noise_10_20db_SNR-11.21-PSQUARE.wav,noise_10_20db_SNR
JEFA0113-noise_10_20db_SNR-19.16-PSTATION.wav,noise_10_20db_SNR
JJFA0024-noise_10_20db_SNR-13.01-TMETRO.wav,noise_10_20db_SNR
ebge0494-noise_10_20db_SNR-13.59-DKITCHEN.wav,noise_10_20db_SNR
