wav,label
rhge2084-clipping_40_70_percent-0.5556-47116.wav,clipping_40_70_percent
rzge3637-clipping_40_70_percent-0.4533-17918.wav,clipping_40_70_percent
ilge0113-clipping_40_70_percent-0.4333-15115.wav,clipping_40_70_percent
COFA0135-clipping_40_70_percent-0.5233-17941.wav,clipping_40_70_percent
JCFA0151-clipping_40_70_percent-0.671-37827.wav,clipping_40_70_percent
GMFA0170-clipping_40_70_percent-0.5798-26706.wav,clipping_40_70_percent
CBFA0162-clipping_40_70_percent-0.6373-27930.wav,clipping_40_70_percent
GNFA0153-clipping_40_70_percent-0.6584-35044.wav,clipping_40_70_percent
BJFA0075-clipping_40_70_percent-0.5812-27930.wav,clipping_40_70_percent
JMFA0080-clipping_40_70_percent-0.4167-24914.wav,clipping_40_70_percent
vfge1515-clipping_40_70_percent-0.5111-24568.wav,clipping_40_70_percent
zage0368-clipping_40_70_percent-0.5348-68883.wav,clipping_40_70_percent
epge1583-clipping_40_70_percent-0.5272-30687.wav,clipping_40_70_percent
PFFP0285-clipping_40_70_percent-0.6674-32378.wav,clipping_40_70_percent
vege1226-clipping_40_70_percent-0.429-26165.wav,clipping_40_70_percent
HEFP0372-clipping_40_70_percent-0.4496-23942.wav,clipping_40_70_percent
TUFA0132-clipping_40_70_percent-0.6047-36158.wav,clipping_40_70_percent
TKFA0012-clipping_40_70_percent-0.4712-21606.wav,clipping_40_70_percent
UBFP0076-clipping_40_70_percent-0.6245-27841.wav,clipping_40_70_percent
BSFA0074-clipping_40_70_percent-0.4532-25336.wav,clipping_40_70_percent
DIFP0402-clipping_40_70_percent-0.6074-37386.wav,clipping_40_70_percent
XFFA0048-clipping_40_70_percent-0.6338-32432.wav,clipping_40_70_percent
vcge1176-clipping_40_70_percent-0.4038-45892.wav,clipping_40_70_percent
BRFA0049-clipping_40_70_percent-0.4709-18200.wav,clipping_40_70_percent
BTFA0131-clipping_40_70_percent-0.5869-26761.wav,clipping_40_70_percent
MAFA0149-clipping_40_70_percent-0.6856-28752.wav,clipping_40_70_percent
TIFA0129-clipping_40_70_percent-0.6374-27327.wav,clipping_40_70_percent
JKFA0064-clipping_40_70_percent-0.6799-38186.wav,clipping_40_70_percent
XCFA0045-clipping_40_70_percent-0.4498-23656.wav,clipping_40_70_percent
iege0314-clipping_40_70_percent-0.4226-17396.wav,clipping_40_70_percent
GGFA0167-clipping_40_70_percent-0.5673-31432.wav,clipping_40_70_percent
YCFP0267-clipping_40_70_percent-0.4781-27539.wav,clipping_40_70_percent
BMFA0115-clipping_40_70_percent-0.5762-26545.wav,clipping_40_70_percent
DGFP0349-clipping_40_70_percent-0.4518-24598.wav,clipping_40_70_percent
GOFA0016-clipping_40_70_percent-0.4235-28068.wav,clipping_40_70_percent
BDFA0036-clipping_40_70_percent-0.6262-32089.wav,clipping_40_70_percent
TNFA0153-clipping_40_70_percent-0.5356-24082.wav,clipping_40_70_percent
lkge3900-clipping_40_70_percent-0.6577-51310.wav,clipping_40_70_percent
nwge3588-clipping_40_70_percent-0.6339-22969.wav,clipping_40_70_percent
OMFA0161-clipping_40_70_percent-0.5151-23577.wav,clipping_40_70_percent
ODFA0090-clipping_40_70_percent-0.5319-21659.wav,clipping_40_70_percent
TGFA0055-clipping_40_70_percent-0.561-29630.wav,clipping_40_70_percent
eyge4176-clipping_40_70_percent-0.4606-10933.wav,clipping_40_70_percent
HDFP0304-clipping_40_70_percent-0.495-25650.wav,clipping_40_70_percent
XDFA0004-clipping_40_70_percent-0.5239-25985.wav,clipping_40_70_percent
TDFA0156-clipping_40_70_percent-0.4569-20499.wav,clipping_40_70_percent
bsge4104-clipping_40_70_percent-0.4222-33765.wav,clipping_40_70_percent
ebge0494-clipping_40_70_percent-0.5046-29636.wav,clipping_40_70_percent
emge1772-clipping_40_70_percent-0.6446-37052.wav,clipping_40_70_percent
jtge3694-clipping_40_70_percent-0.5902-31467.wav,clipping_40_70_percent
PJFP0490-clipping_40_70_percent-0.6165-35040.wav,clipping_40_70_percent
rcge1359-clipping_40_70_percent-0.6974-42717.wav,clipping_40_70_percent
vbge2231-clipping_40_70_percent-0.4036-21081.wav,clipping_40_70_percent
BYFA0048-clipping_40_70_percent-0.6745-35882.wav,clipping_40_70_percent
lige1816-clipping_40_70_percent-0.4389-47709.wav,clipping_40_70_percent
DAFP0002-clipping_40_70_percent-0.4299-19003.wav,clipping_40_70_percent
bvge3527-clipping_40_70_percent-0.5176-29783.wav,clipping_40_70_percent
DJFP0474-clipping_40_70_percent-0.489-23535.wav,clipping_40_70_percent
nvge3427-clipping_40_70_percent-0.6502-27916.wav,clipping_40_70_percent
rbge0926-clipping_40_70_percent-0.5124-22711.wav,clipping_40_70_percent
vhge2333-clipping_40_70_percent-0.4078-22469.wav,clipping_40_70_percent
XTFA0046-clipping_40_70_percent-0.6891-32886.wav,clipping_40_70_percent
vlge0095-clipping_40_70_percent-0.6391-22344.wav,clipping_40_70_percent
elge2491-clipping_40_70_percent-0.5381-32533.wav,clipping_40_70_percent
XUFA0061-clipping_40_70_percent-0.4614-31252.wav,clipping_40_70_percent
NEFA0061-clipping_40_70_percent-0.6429-33370.wav,clipping_40_70_percent
ldge0755-clipping_40_70_percent-0.5938-23647.wav,clipping_40_70_percent
nyge3062-clipping_40_70_percent-0.5824-19503.wav,clipping_40_70_percent
icge2184-clipping_40_70_percent-0.4892-21890.wav,clipping_40_70_percent
YBFP0250-clipping_40_70_percent-0.4791-32517.wav,clipping_40_70_percent
rnge0583-clipping_40_70_percent-0.5126-37921.wav,clipping_40_70_percent
zege2004-clipping_40_70_percent-0.4137-24993.wav,clipping_40_70_percent
NKFA0094-clipping_40_70_percent-0.656-42570.wav,clipping_40_70_percent
rsge1643-clipping_40_70_percent-0.4743-37842.wav,clipping_40_70_percent
PHFP0352-clipping_40_70_percent-0.4815-23359.wav,clipping_40_70_percent
GDFA0108-clipping_40_70_percent-0.4237-18364.wav,clipping_40_70_percent
JAFA0159-clipping_40_70_percent-0.4641-17712.wav,clipping_40_70_percent
rfge1650-clipping_40_70_percent-0.6402-78800.wav,clipping_40_70_percent
rxge3235-clipping_40_70_percent-0.5269-21473.wav,clipping_40_70_percent
GIFA0129-clipping_40_70_percent-0.5001-21090.wav,clipping_40_70_percent
XAFA0001-clipping_40_70_percent-0.5058-30496.wav,clipping_40_70_percent
KBFP0225-clipping_40_70_percent-0.5736-34976.wav,clipping_40_70_percent
NJFA0148-clipping_40_70_percent-0.6756-30559.wav,clipping_40_70_percent
NXFA0169-clipping_40_70_percent-0.4779-25810.wav,clipping_40_70_percent
erge0960-clipping_40_70_percent-0.6309-22403.wav,clipping_40_70_percent
nrge3663-clipping_40_70_percent-0.465-23316.wav,clipping_40_70_percent
eage2317-clipping_40_70_percent-0.4238-11366.wav,clipping_40_70_percent
NOFA0035-clipping_40_70_percent-0.5339-23104.wav,clipping_40_70_percent
PCFP0121-clipping_40_70_percent-0.5358-24249.wav,clipping_40_70_percent
NNFA0143-clipping_40_70_percent-0.4762-23427.wav,clipping_40_70_percent
DCFP0148-clipping_40_70_percent-0.4221-20258.wav,clipping_40_70_percent
rmge1254-clipping_40_70_percent-0.6981-35398.wav,clipping_40_70_percent
ibge2423-clipping_40_70_percent-0.5346-48736.wav,clipping_40_70_percent
xrge3412-clipping_40_70_percent-0.5381-27461.wav,clipping_40_70_percent
TEFA0117-clipping_40_70_percent-0.4834-22629.wav,clipping_40_70_percent
BIFA0192-clipping_40_70_percent-0.4501-24115.wav,clipping_40_70_percent
JJFA0024-clipping_40_70_percent-0.6636-37041.wav,clipping_40_70_percent
CLFA0182-clipping_40_70_percent-0.524-24105.wav,clipping_40_70_percent
xsge3873-clipping_40_70_percent-0.6524-19563.wav,clipping_40_70_percent
JTFA0090-clipping_40_70_percent-0.6836-36565.wav,clipping_40_70_percent
PBFP0095-clipping_40_70_percent-0.4329-26528.wav,clipping_40_70_percent
GAFA0049-clipping_40_70_percent-0.5963-24048.wav,clipping_40_70_percent
