wav,label
77756796_NUAN-40-49-Madr7j-FNOPIEEBAAABFDOJAAAAAAAB-utt001-POSTEP.wav,limpio
77756796_NUAN-36-57-Madr7j-FNOPIDFJAAANAEKIAAAAAAAA-utt002-POSTEP.wav,limpio
23038038_NUAN-40-27-Madr7j-FNOPIECLAAAGJOHAAAAAAAAA-utt001-POSTEP.wav,limpio
01922715_NUAN-23-18-Madr7j-FNOPIACGAAAILOABAAAAAAAC-utt001-POSTEP.wav,limpio
20082422_NUAN-35-36-Madr7j-FNOPIDAIAAACFCKIAAAAAAAA-utt001-POSTEP.wav,limpio
01922715_NUAN-26-36-Madr7j-FNOPIAOMAAAOANNOAAAAAAAC-utt001-POSTEP.wav,limpio
77756796_NUAN-39-29-Madr7j-FNOPIDPBAAADOCAOAAAAAAAA-utt001-POSTEP.wav,limpio
07246105_NUAN-06-24-Madr7j-FNOPHMDAAAAMKODAAAAAAAAA-utt001-POSTEP.wav,limpio
01922715_NUAN-29-41-Madr7j-FNOPIBKFAAAAMDKEAAAAAAAA-utt001-POSTEP.wav,limpio
23038038_NUAN-38-59-Madr7j-FNOPIDNDAAABPBHJAAAAAAAA-utt001-POSTEP.wav,limpio
77839548_NUAN-26-29-Madr7j-FNOPIAOFAAAOMPGKAAAAAAAA-utt001-POSTEP.wav,limpio
23038038_NUAN-29-07-Madr7j-FNOPIBICAAAPCKOKAAAAAAAB-utt002-POSTEP.wav,limpio
12345678_NUAN-48-47-Madr7j-FNOPIGBPAAAKJOGMAAAAAAAB-utt003-POSTEP.wav,limpio
48524107_NUAN-47-00-Madr7j-FNOPIFLEAAALGFDFAAAAAAAA-utt001-POSTEP.wav,limpio
48615947_NUAN-45-57-Madr7j-FNOPIFHFAAAECAJGAAAAAAAA-utt003-POSTEP.wav,limpio
76921541_NUAN-17-13-Madr7j-FNOPHOLJAAAIPOKPAAAAAAAB-utt002-POSTEP.wav,limpio
