wav,label
OOFA0096-reverberacion_MediumLow-air_binaural_office_1_1_2.wav,reverberacion_MediumLow
BHFA0080-reverberacion_MediumLow-air_binaural_office_0_1_2.wav,reverberacion_MediumLow
ecge0591-reverberacion_MediumLow-air_phone_kitchen_hhp_1.wav,reverberacion_MediumLow
eage2317-reverberacion_MediumLow-air_binaural_office_1_1_1.wav,reverberacion_MediumLow
PCFP0121-reverberacion_MediumLow-air_binaural_office_1_1_3.wav,reverberacion_MediumLow
BSFA0074-reverberacion_MediumLow-air_phone_office_hfrp_1.wav,reverberacion_MediumLow
JOFA0074-reverberacion_MediumLow-air_binaural_office_1_1_1.wav,reverberacion_MediumLow
GNFA0153-reverberacion_MediumLow-air_phone_kitchen_hfrp_1.wav,reverberacion_MediumLow
GMFA0170-reverberacion_MediumLow-air_phone_kitchen_hhp_1.wav,reverberacion_MediumLow
DIFP0402-reverberacion_MediumLow-air_phone_kitchen_hhp_1.wav,reverberacion_MediumLow
vcge1176-reverberacion_MediumLow-air_phone_kitchen_hfrp_0.wav,reverberacion_MediumLow
CMFA0172-reverberacion_MediumLow-air_binaural_office_0_1_3.wav,reverberacion_MediumLow
JJFA0024-reverberacion_MediumLow-air_phone_office_hfrp_1.wav,reverberacion_MediumLow
JKFA0064-reverberacion_MediumLow-air_phone_kitchen_hfrp_0.wav,reverberacion_MediumLow
CBFA0162-reverberacion_MediumLow-air_binaural_office_0_1_2.wav,reverberacion_MediumLow
TKFA0012-reverberacion_MediumLow-air_phone_kitchen_hfrp_1.wav,reverberacion_MediumLow
CHFA0138-reverberacion_MediumLow-air_binaural_office_0_1_1.wav,reverberacion_MediumLow
NOFA0035-reverberacion_MediumLow-air_binaural_office_1_1_3.wav,reverberacion_MediumLow
zjge0018-reverberacion_MediumLow-air_binaural_office_1_1_1.wav,reverberacion_MediumLow
trge3289-reverberacion_MediumLow-air_binaural_office_0_1_1.wav,reverberacion_MediumLow
PHFP0352-reverberacion_MediumLow-air_binaural_office_0_1_1.wav,reverberacion_MediumLow
PGFP0305-reverberacion_MediumLow-air_binaural_office_0_1_1.wav,reverberacion_MediumLow
BGFA0079-reverberacion_MediumLow-air_binaural_office_0_1_2.wav,reverberacion_MediumLow
eyge4176-reverberacion_MediumLow-air_phone_office_hfrp_0.wav,reverberacion_MediumLow
nyge3062-reverberacion_MediumLow-air_phone_office_hhp_1.wav,reverberacion_MediumLow
XTFA0046-reverberacion_MediumLow-air_phone_kitchen_hhp_1.wav,reverberacion_MediumLow
